val_perf,val_f1,epoch,step,trn_perf
,,20,1637,"{'Micro_F1': 0.6702767749699158, 'Macro_F1': 0.6657974441022254, 'Micro_Acc': 0.6702767749699158, 'Macro_Acc': 0.6699191722312476, 'loss': 0.8946105196077608}"
"{'Micro_F1': 0.6498194945848376, 'Macro_F1': 0.6546703945302903, 'Micro_Acc': 0.6498194945848376, 'Macro_Acc': 0.6465856452915276, 'loss': 1.0696086647453917}",0.6546703945302903,21,1715,
,,21,1715,"{'Micro_F1': 0.685519454472523, 'Macro_F1': 0.6807433240014545, 'Micro_Acc': 0.685519454472523, 'Macro_Acc': 0.6851555293937956, 'loss': 0.8466370803382923}"
"{'Micro_F1': 0.5595667870036101, 'Macro_F1': 0.5446785278557836, 'Micro_Acc': 0.5595667870036101, 'Macro_Acc': 0.5728262470100705, 'loss': 1.1533091229349877}",0.5446785278557836,22,1793,
,,22,1793,"{'Micro_F1': 0.6682711592458885, 'Macro_F1': 0.6648119215133328, 'Micro_Acc': 0.6682711592458885, 'Macro_Acc': 0.6679497738341549, 'loss': 0.8696888818700947}"
"{'Micro_F1': 0.5956678700361011, 'Macro_F1': 0.5950551464083943, 'Micro_Acc': 0.5956678700361011, 'Macro_Acc': 0.5991367216661334, 'loss': 1.1834356158198043}",0.5950551464083943,23,1871,
,,23,1871,"{'Micro_F1': 0.6778981147212194, 'Macro_F1': 0.6746534760668401, 'Micro_Acc': 0.6778981147212194, 'Macro_Acc': 0.6774712429714075, 'loss': 0.8413881018806731}"
"{'Micro_F1': 0.5956678700361011, 'Macro_F1': 0.5887502199314149, 'Micro_Acc': 0.5956678700361011, 'Macro_Acc': 0.6087385354297119, 'loss': 1.1080465757400344}",0.5887502199314149,24,1949,
,,24,1949,"{'Micro_F1': 0.6939430405134376, 'Macro_F1': 0.6910242390457131, 'Micro_Acc': 0.6939430405134376, 'Macro_Acc': 0.6935137185832073, 'loss': 0.7960119947181381}"
"{'Micro_F1': 0.592057761732852, 'Macro_F1': 0.5633528695655153, 'Micro_Acc': 0.592057761732852, 'Macro_Acc': 0.6027123154623155, 'loss': 1.2323256591717704}",0.5633528695655153,25,2027,
,,25,2027,"{'Micro_F1': 0.7180104292017649, 'Macro_F1': 0.7142704001515118, 'Micro_Acc': 0.7180104292017649, 'Macro_Acc': 0.7177094582897545, 'loss': 0.7321769840026673}"
"{'Micro_F1': 0.6245487364620939, 'Macro_F1': 0.6314572221080778, 'Micro_Acc': 0.6245487364620939, 'Macro_Acc': 0.6283995040906806, 'loss': 1.0958768513574675}",0.6314572221080778,26,2105,
,,26,2105,"{'Micro_F1': 0.6987565182511031, 'Macro_F1': 0.6947009145504873, 'Micro_Acc': 0.6987565182511031, 'Macro_Acc': 0.6984560336971013, 'loss': 0.7855489398714234}"
"{'Micro_F1': 0.5667870036101083, 'Macro_F1': 0.5588844400297835, 'Micro_Acc': 0.5667870036101083, 'Macro_Acc': 0.5767822341057636, 'loss': 1.2403545296201588}",0.5588844400297835,27,2183,
,,27,2183,"{'Micro_F1': 0.7208182912154031, 'Macro_F1': 0.7177425661405683, 'Micro_Acc': 0.7208182912154031, 'Macro_Acc': 0.7203942623541114, 'loss': 0.7510840846829476}"
"{'Micro_F1': 0.6101083032490975, 'Macro_F1': 0.6208107242907153, 'Micro_Acc': 0.6101083032490975, 'Macro_Acc': 0.6217267890062008, 'loss': 1.0984527848232386}",0.6208107242907153,28,2261,
,,28,2261,"{'Micro_F1': 0.7180104292017649, 'Macro_F1': 0.7149040384312623, 'Micro_Acc': 0.7180104292017649, 'Macro_Acc': 0.7176246520250943, 'loss': 0.7434918726753846}"
"{'Micro_F1': 0.631768953068592, 'Macro_F1': 0.6189146083770564, 'Micro_Acc': 0.631768953068592, 'Macro_Acc': 0.6444635857062327, 'loss': 1.1321473302498897}",0.6189146083770564,29,2339,
,,29,2339,"{'Micro_F1': 0.7368632170076214, 'Macro_F1': 0.7355064343885868, 'Micro_Acc': 0.7368632170076214, 'Macro_Acc': 0.7365204499010217, 'loss': 0.7008442237145243}"
"{'Micro_F1': 0.6173285198555957, 'Macro_F1': 0.5980495406880337, 'Micro_Acc': 0.6173285198555957, 'Macro_Acc': 0.6251623703094291, 'loss': 1.268205166281713}",0.5980495406880337,30,2417,
,,30,2417,"{'Micro_F1': 0.7476935419173686, 'Macro_F1': 0.7457566389415802, 'Micro_Acc': 0.7476935419173686, 'Macro_Acc': 0.7475472900670906, 'loss': 0.658011241785229}"
"{'Micro_F1': 0.631768953068592, 'Macro_F1': 0.6330053949242129, 'Micro_Acc': 0.631768953068592, 'Macro_Acc': 0.6395977706933589, 'loss': 1.1139806608636984}",0.6330053949242129,31,2495,
,,31,2495,"{'Micro_F1': 0.7476935419173686, 'Macro_F1': 0.7454649684979537, 'Micro_Acc': 0.7476935419173686, 'Macro_Acc': 0.7475233296943153, 'loss': 0.6565551565004648}"
